datetime,Air_Temperature_celsius,Shortwave_Radiation_Downwelling_wattPerMeterSquared,Longwave_Radiation_Downwelling_wattPerMeterSquared,Relative_Humidity_percent,Ten_Meter_Elevation_Wind_Speed_meterPerSecond,Precipitation_millimeterPerHour,Snowfall_millimeterPerHour
2022-01-08 18:00,23.25,500,340,51.7,4.66,0,0
2022-01-08 19:00,22.86,500,340,53.49,5.5,0,0
2022-01-08 20:00,22.47,500,340,55.27,6.35,0,0
2022-01-08 21:00,22.08,78,334,57.06,7.19,0,0
2022-01-08 22:00,20.56,78,334,64.2,5.83,0,0
2022-01-08 23:00,19.04,78,334,71.34,4.46,0,0
2022-01-09 00:00,17.52,0,325,78.48,3.1,0,0
2022-01-09 01:00,17.28,0,325,79,3.47,0,0
2022-01-09 02:00,17.03,0,325,79.51,3.85,0,0
2022-01-09 03:00,16.79,0,327,80.03,4.22,0,0
2022-01-09 04:00,16.14,0,327,85.22,3.17,0,0
2022-01-09 05:00,15.49,0,327,90.41,2.11,0,0
2022-01-09 06:00,14.84,0,323,95.6,1.06,0,0
2022-01-09 07:00,14.96,0,323,95.37,1.71,0,0
2022-01-09 08:00,15.08,0,323,95.13,2.35,0,0
2022-01-09 09:00,15.2,0,325,94.9,3,0,0
2022-01-09 10:00,15.11,0,325,95.36,2.74,0,0
2022-01-09 11:00,15.01,0,325,95.83,2.49,0,0
2022-01-09 12:00,14.91,160,330.11,96.3,2.24,0,0
2022-01-09 13:00,17.15,160,330.11,85.63,2.93,0,0
2022-01-09 14:00,19.39,160,330.11,74.95,3.63,0,0
2022-01-09 15:00,21.63,580,353.89,64.28,4.32,0,0
2022-01-09 16:00,23.09,580,353.89,61.15,2.87,0,0
2022-01-09 17:00,24.56,580,353.89,58.02,1.41,0,0
2022-01-09 18:00,26.02,470,372.84,54.89,0.05,0,0
2022-01-09 19:00,26.04,470,372.84,53.54,0.34,0,0
2022-01-09 20:00,26.06,470,372.84,52.19,0.64,0,0
2022-01-09 21:00,26.08,58,369.16,50.84,0.93,0,0
2022-01-09 22:00,24.47,58,369.16,58.13,0.85,0,0
2022-01-09 23:00,22.86,58,369.16,65.42,0.77,0,0
2022-01-10 00:00,21.24,0,366,72.71,0.68,0,0
2022-01-10 01:00,20.63,0,366,75.96,1.02,0,0
2022-01-10 02:00,20.02,0,366,79.21,1.35,0,0
2022-01-10 03:00,19.41,0,352,82.46,1.68,0,0
2022-01-10 04:00,19.06,0,352,85.05,1.74,0,0
2022-01-10 05:00,18.7,0,352,87.64,1.81,0,0
2022-01-10 06:00,18.34,0,351,90.23,1.87,0,0
2022-01-10 07:00,18.09,0,351,90.69,1.66,0,0
2022-01-10 08:00,17.85,0,351,91.15,1.45,0,0
2022-01-10 09:00,17.61,0,346.53,91.6,1.24,0,0
2022-01-10 10:00,17.38,0,346.53,93.41,1.42,0,0
2022-01-10 11:00,17.16,0,346.53,95.22,1.61,0,0
2022-01-10 12:00,16.94,150,354.77,97.03,1.79,0,0
2022-01-10 13:00,18.48,150,354.77,90.2,2.02,0,0
2022-01-10 14:00,20.02,150,354.77,83.37,2.25,0,0
2022-01-10 15:00,21.56,410,387.23,76.55,2.48,0,0
2022-01-10 16:00,21.61,410,387.23,76.9,2.37,0,0
2022-01-10 17:00,21.66,410,387.23,77.26,2.26,0,0
2022-01-10 18:00,21.71,170,397,77.61,2.14,0,0
